Name,Price,Sold,Rating,Store,Location,Brand,Price_trimmed,price_log,price_yeojohnson,Price_final,Price_scaled,Sold_scaled,Rating_Category,cleaned_name,cleaned_name_tokens,Segment,Segment_Label
Aerostreet Extra Soft T Shirt Reguler Polos Gelap Kaos T-Shirt KAAAA,119800,50000,4.9,Aerostreet,Kab. Klaten,Aerostreet,119800,11.693587311874056,-1.157767982358912,-1.157767982358912,0.27765507239848375,0.49999499994999946,Excellent,aerostreet extra soft t shirt reguler polos gelap kaos tshirt kaaaa,"['aerostreet', 'extra', 'soft', 't', 'shirt', 'reguler', 'polos', 'gelap', 'kaos', 'tshirt', 'kaaaa']",2,Aerostreet Apparel (T-Shirt/Kaos)
Aerostreet 37-44 Brooklyn Hitam Hitam Hitam - Sepatu Sneakers Casual Sport,379800,10000,4.9,Aerostreet,Kab. Klaten,Aerostreet,379800,12.847402710321575,0.8942237954167923,0.8942237954167923,0.7520866283471461,0.0999909999099991,Excellent,aerostreet brooklyn hitam hitam hitam sepatu sneakers casual sport,"['aerostreet', 'brooklyn', 'hitam', 'hitam', 'hitam', 'sepatu', 'sneakers', 'casual', 'sport']",3,Aerostreet Sneakers Casual (Pria/Wanita)
Aerostreet 37-44 Massive Low 2.0 Hitam Natural - Sepatu Sneakers Casual,379800,10000,4.9,Aerostreet,Kab. Klaten,Aerostreet,379800,12.847402710321575,0.8942237954167923,0.8942237954167923,0.7520866283471461,0.0999909999099991,Excellent,aerostreet massive low hitam natural sepatu sneakers casual,"['aerostreet', 'massive', 'low', 'hitam', 'natural', 'sepatu', 'sneakers', 'casual']",3,Aerostreet Sneakers Casual (Pria/Wanita)
Aerostreet 37-44 Austin Coklat Tua Natural Natural - Sepatu Sneakers Casual,399800,10000,4.9,Aerostreet,Kab. Klaten,Aerostreet,399800,12.898722202295934,1.019872295567572,1.019872295567572,0.7811372386248185,0.0999909999099991,Excellent,aerostreet austin coklat tua natural natural sepatu sneakers casual,"['aerostreet', 'austin', 'coklat', 'tua', 'natural', 'natural', 'sepatu', 'sneakers', 'casual']",3,Aerostreet Sneakers Casual (Pria/Wanita)
Aerostreet Parfum Manly Whiskey - Extrait De Parfum PF007,59800,10000,4.9,Aerostreet Parfum,Kab. Klaten,Aerostreet,59800,10.998777662206932,-1.8866676827892135,-1.8866676827892135,0.10912953406493714,0.0999909999099991,Excellent,aerostreet parfum manly whiskey extrait de parfum pf,"['aerostreet', 'parfum', 'manly', 'whiskey', 'extrait', 'de', 'parfum', 'pf']",4,Aerostreet Parfum
Aerostreet 37-44 Austin Coklat Tua Hitam Hitam - Sepatu Sneakers Casual,399800,10000,4.9,Aerostreet,Kab. Klaten,Aerostreet,399800,12.898722202295934,1.019872295567572,1.019872295567572,0.7811372386248185,0.0999909999099991,Excellent,aerostreet aust coklat tua hitam hitam sepatu sneakers casual,"['aerostreet', 'aust', 'coklat', 'tua', 'hitam', 'hitam', 'sepatu', 'sneakers', 'casual']",3,Aerostreet Sneakers Casual (Pria/Wanita)
Aerostreet 37-44 Boston Natural Hitam Hitam - Sepatu Sneakers Casual,439800,2000,4.8,Aerostreet,Kab. Klaten,Aerostreet,439800,12.994077630861014,1.2631297294631567,1.2631297294631567,0.8373796681068026,0.01999019990199902,Excellent,aerostreet boston natural hitam hitam sepatu sneakers casual,"['aerostreet', 'boston', 'natural', 'hitam', 'hitam', 'sepatu', 'sneakers', 'casual']",3,Aerostreet Sneakers Casual (Pria/Wanita)
Aerostreet 37-44 Hoops Low 2.0 Putih Abu Muda Putih - Sepatu Sneakers Casual,359800,10000,4.9,Aerostreet,Kab. Klaten,Aerostreet,359800,12.793306379816553,0.7656226353977013,0.7656226353977013,0.7223533471978445,0.0999909999099991,Excellent,aerostreet hoops low putih abu muda putih sepatu sneakers casual,"['aerostreet', 'hoops', 'low', 'putih', 'abu', 'muda', 'putih', 'sepatu', 'sneakers', 'casual']",3,Aerostreet Sneakers Casual (Pria/Wanita)
Aerostreet X Hot Wheels 37 - 44 Coklat Gum Toska Tua Hijau Tua - Sepatu Sneakers Casual,499800,750,5.0,Aerostreet,Kab. Klaten,Aerostreet,499800,13.121965298181308,1.6104231199799972,1.6104231199799972,0.9176757713456729,0.007490074900749007,Excellent,aerostreet x hot wheels coklat gum toska tua hijau tua sepatu sneakers casual,"['aerostreet', 'x', 'hot', 'wheels', 'coklat', 'gum', 'toska', 'tua', 'hijau', 'tua', 'sepatu', 'sneakers', 'casual']",3,Aerostreet Sneakers Casual (Pria/Wanita)
Aerostreet Parfum Daily Decade - Extrait De Parfum PF003,59800,5000,4.9,Aerostreet Parfum,Kab. Klaten,Aerostreet,59800,10.998777662206932,-1.8866676827892135,-1.8866676827892135,0.10912953406493714,0.049990499904999056,Excellent,aerostreet parfum daily decade extrait de parfum pf,"['aerostreet', 'parfum', 'daily', 'decade', 'extrait', 'de', 'parfum', 'pf']",4,Aerostreet Parfum
